country,country_code,indicator,indicator_code,year,value
Mexico,MEX,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2002,54.58
Mongolia,MNG,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2002,121.5
Nicaragua,NIC,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2002,89.4
Oman,OMN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2002,37.5
Panama,PAN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2002,71.3
Peru,PER,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2002,118.3
Puerto Rico (US),PRI,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2002,11.3
Paraguay,PRY,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2002,182.1
Turks and Caicos Islands,TCA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2002,0.0
Uruguay,URY,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2002,34.6
United States,USA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2002,8.9
"Venezuela, RB",VEN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2002,68.0
British Virgin Islands,VGB,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2002,0.0
Virgin Islands (U.S.),VIR,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2002,0.0
"Yemen, Rep.",YEM,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2002,365.0
Aruba,ABW,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2003,0.0
Argentina,ARG,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2003,43.6
"Bahamas, The",BHS,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2003,40.0
Belize,BLZ,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2003,40.4476203316705
Bermuda,BMU,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2003,0.0
Bolivia,BOL,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2003,229.0
Brazil,BRA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2003,73.0
Canada,CAN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2003,6.6
Chile,CHL,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2003,12.2
China,CHN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2003,51.3
Colombia,COL,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2003,77.8
Costa Rica,CRI,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2003,32.9
Cuba,CUB,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2003,39.5
Curacao,CUW,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2003,155.7
Cayman Islands,CYM,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2003,0.0
Dominica,DMA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2003,0.0
Dominican Republic,DOM,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2003,128.0
Ecuador,ECU,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2003,39.3
Eritrea,ERI,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2003,631.0
Fiji,FJI,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2003,44.7
Guyana,GUY,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2003,124.0
"Iran, Islamic Rep.",IRN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2003,28.3
St. Kitts and Nevis,KNA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2003,0.0
Sri Lanka,LKA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2003,42.4
Mexico,MEX,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2003,55.37
Mongolia,MNG,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2003,107.2
Nicaragua,NIC,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2003,72.0
Oman,OMN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2003,23.2
Panama,PAN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2003,68.0
Peru,PER,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2003,123.8
Puerto Rico (US),PRI,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2003,15.7
Paraguay,PRY,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2003,174.1
Turks and Caicos Islands,TCA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2003,0.0
Uruguay,URY,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2003,21.7
United States,USA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2003,12.1
"Venezuela, RB",VEN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2003,57.8
British Virgin Islands,VGB,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2003,0.0
Virgin Islands (U.S.),VIR,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2003,0.0
Aruba,ABW,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2004,83.8
Argentina,ARG,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2004,40.1
Antigua and Barbuda,ATG,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2004,0.0
"Bahamas, The",BHS,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2004,39.0
Belize,BLZ,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2004,63.8569604086846
Bermuda,BMU,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2004,0.0
Brazil,BRA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2004,76.1
Barbados,BRB,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2004,0.0
Canada,CAN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2004,5.9
Chile,CHL,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2004,17.3
China,CHN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2004,48.3
Colombia,COL,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2004,78.7
Costa Rica,CRI,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2004,30.5
Cuba,CUB,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2004,38.5
Curacao,CUW,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2004,59.5
Cayman Islands,CYM,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2004,0.0
Dominica,DMA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2004,0.0
Dominican Republic,DOM,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2004,143.7
Ecuador,ECU,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2004,36.8
"Egypt, Arab Rep.",EGY,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2004,68.0
Fiji,FJI,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2004,62.1
Guyana,GUY,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2004,116.0
"Iran, Islamic Rep.",IRN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2004,24.1
St. Kitts and Nevis,KNA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2004,0.0
Sri Lanka,LKA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2004,38.0
Mexico,MEX,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2004,52.62
Myanmar,MMR,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2004,315.86
Mongolia,MNG,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2004,96.7
Nicaragua,NIC,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2004,87.3
Oman,OMN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2004,18.5
Panama,PAN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2004,43.0
Peru,PER,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2004,120.8
Puerto Rico (US),PRI,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2004,27.3
Portugal,PRT,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2004,8.2
Paraguay,PRY,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2004,153.5
Turks and Caicos Islands,TCA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2004,0.0
Thailand,THA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2004,44.5
Trinidad and Tobago,TTO,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2004,52.2
Uruguay,URY,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2004,18.0
United States,USA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2004,13.1
St. Vincent and the Grenadines,VCT,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2004,0.0
British Virgin Islands,VGB,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2004,0.0
Aruba,ABW,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2005,0.0
United Arab Emirates,ARE,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2005,0.0
Argentina,ARG,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2005,39.2
Antigua and Barbuda,ATG,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2005,0.0
"Bahamas, The",BHS,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2005,90.0
Belize,BLZ,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2005,134.10218586563
Bermuda,BMU,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2005,0.0
Brazil,BRA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2005,74.7
Barbados,BRB,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2005,0.0
Botswana,BWA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2005,157.7
Canada,CAN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2005,8.2
Chile,CHL,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2005,18.5
China,CHN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2005,47.7
Colombia,COL,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2005,70.14
Costa Rica,CRI,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2005,37.7
Cuba,CUB,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2005,51.4
Curacao,CUW,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2005,0.0
Dominica,DMA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2005,0.0
Dominican Republic,DOM,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2005,142.3
Ecuador,ECU,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2005,41.0
Fiji,FJI,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2005,50.5
Guyana,GUY,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2005,148.0
India,IND,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2005,254.0
"Iran, Islamic Rep.",IRN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2005,23.8
St. Kitts and Nevis,KNA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2005,0.0
Sri Lanka,LKA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2005,44.0
Lesotho,LSO,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2005,939.0
Mexico,MEX,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2005,52.91
Mongolia,MNG,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2005,92.7
Nicaragua,NIC,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2005,86.5
Oman,OMN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2005,15.4
Panama,PAN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2005,66.0
Peru,PER,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2005,114.1
Puerto Rico (US),PRI,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2005,11.8
Portugal,PRT,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2005,2.7
Paraguay,PRY,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2005,128.5
Sudan,SDN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2005,638.0
El Salvador,SLV,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2005,71.2
South Sudan,SSD,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2005,2037.0
Suriname,SUR,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2005,115.5
Thailand,THA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2005,37.4
Trinidad and Tobago,TTO,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2005,34.7544022242817
Uruguay,URY,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2005,19.1
United States,USA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2005,15.1
St. Vincent and the Grenadines,VCT,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2005,0.0
"Venezuela, RB",VEN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2005,59.9
British Virgin Islands,VGB,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2005,0.0
Virgin Islands (U.S.),VIR,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2005,0.0
Aruba,ABW,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2006,0.0
Argentina,ARG,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2006,47.8
Antigua and Barbuda,ATG,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2006,0.0
"Bahamas, The",BHS,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2006,0.0
Belize,BLZ,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2006,69.5991091314031
Bermuda,BMU,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2006,125.3
Brazil,BRA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2006,77.2
Botswana,BWA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2006,139.79
Canada,CAN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2006,7.1
Chile,CHL,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2006,19.3
China,CHN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2006,41.1
Colombia,COL,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2006,71.38
Costa Rica,CRI,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2006,39.3
Cuba,CUB,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2006,49.4
Curacao,CUW,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2006,0.0
Cayman Islands,CYM,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2006,0.0
Dominica,DMA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2006,0.0
Dominican Republic,DOM,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2006,126.5
Ecuador,ECU,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2006,38.8
"Egypt, Arab Rep.",EGY,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2006,59.0
Fiji,FJI,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2006,43.5
Guyana,GUY,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2006,135.0
Haiti,HTI,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2006,630.0
"Iran, Islamic Rep.",IRN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2006,21.7
Jamaica,JAM,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2006,92.5504652799652
St. Kitts and Nevis,KNA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2006,151.1
St. Lucia,LCA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2006,47.1
Sri Lanka,LKA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2006,39.3
Mexico,MEX,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2006,49.6
Mongolia,MNG,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2006,67.2
Nicaragua,NIC,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2006,90.4
Oman,OMN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2006,12.1
Panama,PAN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2006,83.6
Peru,PER,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2006,114.9
Puerto Rico (US),PRI,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2006,8.2
Portugal,PRT,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2006,4.7
Paraguay,PRY,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2006,121.4
Suriname,SUR,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2006,107.4
Thailand,THA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2006,41.6
Trinidad and Tobago,TTO,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2006,66.334991708126
Uruguay,URY,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2006,12.7
United States,USA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2006,13.3
St. Vincent and the Grenadines,VCT,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2006,0.0
British Virgin Islands,VGB,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2006,0.0
Virgin Islands (U.S.),VIR,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2006,0.0
South Africa,ZAF,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2006,702.0
Aruba,ABW,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2007,0.0
Argentina,ARG,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2007,43.7
"Bahamas, The",BHS,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2007,68.0
Belize,BLZ,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2007,85.2878464818763
Bermuda,BMU,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2007,0.0
Brazil,BRA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2007,77.0
Barbados,BRB,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2007,0.0
Botswana,BWA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2007,183.47
Canada,CAN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2007,6.5
Chile,CHL,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2007,18.2
China,CHN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2007,36.6
Colombia,COL,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2007,72.06
Costa Rica,CRI,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2007,19.1
Cuba,CUB,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2007,31.1
Curacao,CUW,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2007,161.1
Cayman Islands,CYM,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2007,0.0
Denmark,DNK,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2007,3.9931728153922
Dominican Republic,DOM,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2007,116.1
Ecuador,ECU,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2007,50.7
Fiji,FJI,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2007,31.1
Grenada,GRD,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2007,0.0
Guatemala,GTM,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2007,139.0
Guyana,GUY,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2007,106.0
"Iran, Islamic Rep.",IRN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2007,24.7
St. Kitts and Nevis,KNA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2007,0.0
St. Lucia,LCA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2007,90.7
Sri Lanka,LKA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2007,38.4
Mexico,MEX,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2007,46.45
Mongolia,MNG,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2007,88.3
Nicaragua,NIC,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2007,76.5
Oman,OMN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2007,20.9
Panama,PAN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2007,59.4
Peru,PER,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2007,110.5
Puerto Rico (US),PRI,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2007,25.7
Paraguay,PRY,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2007,127.3
El Salvador,SLV,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2007,56.93
Suriname,SUR,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2007,184.3
Trinidad and Tobago,TTO,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2007,31.764519032241
Turkiye,TUR,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2007,21.2
Uruguay,URY,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2007,27.4
United States,USA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2007,12.7
"Venezuela, RB",VEN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2007,56.8
British Virgin Islands,VGB,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2007,0.0
Aruba,ABW,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2008,0.0
United Arab Emirates,ARE,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2008,1.4
Argentina,ARG,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2008,39.7
Antigua and Barbuda,ATG,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2008,0.0
"Bahamas, The",BHS,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2008,55.0
Belize,BLZ,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2008,42.4568355505236
